id_bureau,% Abs/Ins,Nom,% Voix/Ins,% Voix/Exp,Nom.1,% Voix/Ins.1,% Voix/Exp.1
17300_0021,21.49,MACRON,59.44,82.38,LE PEN,12.71,17.62
17300_0022,20.76,MACRON,62.29,86.27,LE PEN,9.92,13.73
17300_0023,20.85,MACRON,63.69,85.22,LE PEN,11.05,14.78
17300_0024,27.14,MACRON,53.18,79.01,LE PEN,14.13,20.99
17300_0025,26.26,MACRON,53.07,79.13,LE PEN,13.99,20.87
17300_0026,22.41,MACRON,59.75,83.1,LE PEN,12.15,16.9
17300_0027,20.61,MACRON,66.26,88.39,LE PEN,8.7,11.61
17300_0028,29.26,MACRON,52.76,82.37,LE PEN,11.29,17.63
17300_0029,28.73,MACRON,53.92,81.97,LE PEN,11.86,18.03
17300_0030,27.55,MACRON,48.08,73.6,LE PEN,17.24,26.4
17300_0031,26.23,MACRON,54.6,80.97,LE PEN,12.84,19.03
17300_0032,28.28,MACRON,50.33,77.18,LE PEN,14.88,22.82
17300_0033,26.76,MACRON,55.18,82.69,LE PEN,11.55,17.31
17300_0034,30.2,MACRON,50.16,79.83,LE PEN,12.67,20.17
17300_0035,28.33,MACRON,53.3,80.86,LE PEN,12.62,19.14
17300_0036,43.15,MACRON,31.31,61.3,LE PEN,19.77,38.7
17300_0037,31.58,MACRON,42.77,69.57,LE PEN,18.71,30.43
17300_0038,24.04,MACRON,52.19,77.12,LE PEN,15.48,22.88
17300_0039,29.91,MACRON,39.78,61.95,LE PEN,24.44,38.05
17300_0040,31.65,MACRON,44.74,71.16,LE PEN,18.14,28.84
17300_0041,26.58,MACRON,51.67,76.49,LE PEN,15.88,23.51
17300_0042,32.4,MACRON,44.55,72.59,LE PEN,16.82,27.41
17300_0043,22.8,MACRON,52.17,74.56,LE PEN,17.8,25.44
17300_0044,29.62,MACRON,46.97,75.26,LE PEN,15.45,24.74
17300_0045,28.54,MACRON,46.92,73.92,LE PEN,16.55,26.08
17300_0046,29.36,MACRON,47.47,72.49,LE PEN,18.01,27.51
17300_0047,27.16,MACRON,50.04,75.84,LE PEN,15.94,24.16
17300_0048,32.66,MACRON,43.29,69.98,LE PEN,18.57,30.02
17300_0049,23.15,MACRON,53.69,77.3,LE PEN,15.76,22.7
17300_0050,44.23,MACRON,32.51,62.68,LE PEN,19.35,37.32
17300_0051,34.37,MACRON,34.15,57.89,LE PEN,24.83,42.11
17300_0052,28.62,MACRON,40.12,65.05,LE PEN,21.56,34.95
17300_0053,33.42,MACRON,40.42,67.28,LE PEN,19.66,32.72
17300_0054,23.28,MACRON,55.29,78.71,LE PEN,14.96,21.29
17300_0055,45.13,MACRON,28.62,56.0,LE PEN,22.48,44.0
17300_0056,35.25,MACRON,38.93,68.15,LE PEN,18.19,31.85
17300_0057,100.0,MACRON,0.0,0.0,LE PEN,0.0,0.0
17300_0058,28.11,MACRON,51.03,77.76,LE PEN,14.59,22.24
17300_0059,22.07,MACRON,64.44,88.41,LE PEN,8.44,11.59
17300_0060,33.89,MACRON,40.19,66.56,LE PEN,20.19,33.44
17301_0001,24.19,MACRON,37.1,50.0,LE PEN,37.1,50.0
17302_0001,19.04,MACRON,35.47,46.95,LE PEN,40.08,53.05
17303_0001,23.07,MACRON,33.03,47.01,LE PEN,37.22,52.99
17304_0001,24.38,MACRON,32.69,48.56,LE PEN,34.63,51.44
17305_0001,23.62,MACRON,28.86,43.42,LE PEN,37.61,56.58
17306_0009,25.2,MACRON,44.64,64.57,LE PEN,24.49,35.43
17306_0010,29.31,MACRON,36.46,57.01,LE PEN,27.49,42.99
17306_0011,27.92,MACRON,40.3,61.17,LE PEN,25.58,38.83
17306_0012,25.85,MACRON,35.94,52.88,LE PEN,32.03,47.12
17306_0013,25.59,MACRON,43.85,64.96,LE PEN,23.65,35.04
17306_0014,32.54,MACRON,30.16,47.97,LE PEN,32.72,52.03
17306_0015,29.64,MACRON,36.45,57.35,LE PEN,27.1,42.65
17306_0016,24.72,MACRON,41.35,60.93,LE PEN,26.52,39.07
17306_0017,29.66,MACRON,33.38,51.26,LE PEN,31.74,48.74
17306_0018,23.68,MACRON,45.07,64.21,LE PEN,25.12,35.79
17306_0019,30.79,MACRON,37.77,59.36,LE PEN,25.86,40.64
17306_0020,26.97,MACRON,37.55,55.22,LE PEN,30.46,44.78
17306_0021,25.58,MACRON,40.19,57.59,LE PEN,29.6,42.41
17306_0022,24.67,MACRON,35.38,51.4,LE PEN,33.45,48.6
17306_0001,26.2,MACRON,45.99,67.36,LE PEN,22.28,32.64
17306_0002,19.09,MACRON,49.21,68.7,LE PEN,22.42,31.3
17306_0003,24.36,MACRON,45.27,65.53,LE PEN,23.82,34.47
17306_0004,22.38,MACRON,47.42,65.12,LE PEN,25.4,34.88
17306_0005,20.86,MACRON,49.64,69.42,LE PEN,21.87,30.58
17306_0006,26.7,MACRON,41.33,62.47,LE PEN,24.83,37.53
17306_0007,23.92,MACRON,52.47,75.65,LE PEN,16.89,24.35
17306_0008,25.92,MACRON,38.99,57.9,LE PEN,28.35,42.1
17307_0001,22.64,MACRON,32.77,46.47,LE PEN,37.75,53.53
17308_0001,21.49,MACRON,33.78,47.75,LE PEN,36.96,52.25
17308_0002,17.94,MACRON,35.66,48.12,LE PEN,38.45,51.88
17309_0001,26.01,MACRON,27.36,40.33,LE PEN,40.49,59.67
17309_0002,27.55,MACRON,25.89,38.59,LE PEN,41.2,61.41
17310_0001,20.15,MACRON,28.6,39.52,LE PEN,43.77,60.48
17311_0001,25.88,MACRON,33.1,49.87,LE PEN,33.27,50.13
17311_0002,23.3,MACRON,33.91,48.15,LE PEN,36.52,51.85
17312_0001,26.76,MACRON,28.69,42.12,LE PEN,39.42,57.88
17313_0001,22.05,MACRON,31.42,45.61,LE PEN,37.46,54.39
17314_0001,23.14,MACRON,31.66,45.53,LE PEN,37.89,54.47
17315_0001,25.14,MACRON,38.85,57.0,LE PEN,29.3,43.0
17316_0001,21.38,MACRON,38.16,53.21,LE PEN,33.55,46.79
17317_0001,23.17,MACRON,29.55,42.09,LE PEN,40.66,57.91
17318_0001,14.45,MACRON,54.71,69.2,LE PEN,24.35,30.8
17319_0001,23.68,MACRON,34.21,54.17,LE PEN,28.95,45.83
17320_0001,22.01,MACRON,30.5,42.73,LE PEN,40.88,57.27
17321_0001,25.0,MACRON,37.29,53.99,LE PEN,31.78,46.01
17322_0001,19.6,MACRON,33.75,47.55,LE PEN,37.22,52.45
17323_0001,24.75,MACRON,37.77,55.18,LE PEN,30.68,44.82
17324_0001,18.09,MACRON,23.4,30.99,LE PEN,52.13,69.01
17325_0001,20.74,MACRON,32.95,44.55,LE PEN,41.01,55.45
17326_0001,17.83,MACRON,39.13,51.43,LE PEN,36.96,48.57
17327_0001,26.39,MACRON,30.09,45.77,LE PEN,35.65,54.23
17328_0001,24.52,MACRON,31.2,44.73,LE PEN,38.56,55.27
17329_0001,18.44,MACRON,32.62,44.23,LE PEN,41.13,55.77
17330_0001,23.96,MACRON,30.27,44.01,LE PEN,38.5,55.99
17331_0001,26.27,MACRON,32.48,47.72,LE PEN,35.59,52.28
17332_0001,20.13,MACRON,32.91,45.37,LE PEN,39.62,54.63
17333_0001,21.39,MACRON,49.71,68.69,LE PEN,22.66,31.31
17333_0002,22.21,MACRON,49.77,70.65,LE PEN,20.67,29.35
17333_0003,24.06,MACRON,42.03,60.8,LE PEN,27.1,39.2
17333_0004,23.47,MACRON,39.44,56.85,LE PEN,29.93,43.15
17333_0005,23.06,MACRON,39.12,55.08,LE PEN,31.9,44.92
17333_0006,25.51,MACRON,41.01,60.09,LE PEN,27.23,39.91
17334_0001,20.0,MACRON,35.56,49.23,LE PEN,36.67,50.77
17335_0001,23.72,MACRON,26.51,37.75,LE PEN,43.72,62.25
17336_0001,18.92,MACRON,44.85,60.35,LE PEN,29.47,39.65
17336_0002,19.73,MACRON,38.14,52.98,LE PEN,33.84,47.02
17337_0001,29.09,MACRON,31.35,49.04,LE PEN,32.58,50.96
17337_0002,24.41,MACRON,33.47,50.38,LE PEN,32.97,49.62
17337_0003,21.8,MACRON,38.1,54.68,LE PEN,31.58,45.32
17337_0004,26.51,MACRON,51.2,72.65,LE PEN,19.28,27.35
17337_0005,20.93,MACRON,36.3,51.99,LE PEN,33.52,48.01
17337_0006,21.75,MACRON,39.48,57.39,LE PEN,29.31,42.61
17338_0001,25.05,MACRON,34.29,49.95,LE PEN,34.36,50.05
17339_0001,22.24,MACRON,37.59,53.96,LE PEN,32.07,46.04
17339_0002,22.3,MACRON,41.28,56.84,LE PEN,31.35,43.16
17340_0001,24.58,MACRON,36.48,52.48,LE PEN,33.04,47.52
17340_0002,19.71,MACRON,34.67,48.72,LE PEN,36.5,51.28
17341_0001,16.98,MACRON,35.85,50.44,LE PEN,35.22,49.56
17342_0001,21.29,MACRON,28.39,40.93,LE PEN,40.97,59.07
17343_0001,23.73,MACRON,30.51,41.86,LE PEN,42.37,58.14
17344_0001,23.95,MACRON,32.14,47.94,LE PEN,34.9,52.06
17344_0002,32.69,MACRON,34.62,54.55,LE PEN,28.85,45.45
17345_0001,26.26,MACRON,29.86,45.6,LE PEN,35.61,54.4
17346_0001,22.68,MACRON,32.16,46.44,LE PEN,37.08,53.56
17347_0001,36.8,MACRON,32.15,56.08,LE PEN,25.18,43.92
17347_0002,34.82,MACRON,33.51,57.3,LE PEN,24.97,42.7
17347_0003,33.56,MACRON,37.47,62.33,LE PEN,22.64,37.67
17347_0004,34.78,MACRON,26.63,46.4,LE PEN,30.76,53.6
17347_0005,33.33,MACRON,32.75,56.22,LE PEN,25.5,43.78
17347_0006,43.69,MACRON,25.37,50.4,LE PEN,24.97,49.6
17347_0007,31.32,MACRON,35.97,57.86,LE PEN,26.2,42.14
17348_0001,17.28,MACRON,30.89,41.21,LE PEN,44.06,58.79
17349_0001,23.14,MACRON,40.52,57.76,LE PEN,29.63,42.24
17349_0002,22.37,MACRON,37.15,51.94,LE PEN,34.38,48.06
17350_0001,21.67,MACRON,36.21,50.19,LE PEN,35.94,49.81
17351_0001,19.2,MACRON,30.87,40.89,LE PEN,44.62,59.11
17351_0002,26.55,MACRON,27.47,40.17,LE PEN,40.92,59.83
17353_0001,21.6,MACRON,40.83,57.66,LE PEN,29.98,42.34
17353_0002,25.39,MACRON,36.3,53.01,LE PEN,32.18,46.99
17354_0001,18.39,MACRON,32.08,43.07,LE PEN,42.4,56.93
17355_0001,25.0,MACRON,34.65,50.18,LE PEN,34.41,49.82
17356_0001,20.32,MACRON,35.46,48.37,LE PEN,37.85,51.63
17357_0001,21.62,MACRON,31.31,44.13,LE PEN,39.64,55.87
17358_0001,27.59,MACRON,34.05,51.3,LE PEN,32.33,48.7
17359_0001,18.35,MACRON,37.26,50.15,LE PEN,37.03,49.85
17360_0001,24.2,MACRON,48.22,70.83,LE PEN,19.86,29.17
17360_0002,25.21,MACRON,50.14,72.86,LE PEN,18.67,27.14
17360_0003,20.36,MACRON,53.25,71.79,LE PEN,20.92,28.21
17361_0001,19.81,MACRON,33.02,46.67,LE PEN,37.74,53.33
17362_0001,21.7,MACRON,30.66,44.83,LE PEN,37.74,55.17
17363_0001,21.43,MACRON,32.14,44.66,LE PEN,39.84,55.34
17364_0001,19.65,MACRON,35.19,47.24,LE PEN,39.3,52.76
17365_0001,19.17,MACRON,30.57,41.11,LE PEN,43.78,58.89
17366_0001,22.35,MACRON,25.5,36.48,LE PEN,44.41,63.52
17367_0001,20.0,MACRON,20.0,29.73,LE PEN,47.27,70.27
17369_0001,21.38,MACRON,50.31,69.1,LE PEN,22.5,30.9
17369_0002,21.67,MACRON,44.41,60.89,LE PEN,28.53,39.11
17372_0001,18.33,MACRON,26.67,35.56,LE PEN,48.33,64.44
17373_0001,21.65,MACRON,43.92,63.55,LE PEN,25.19,36.45
17373_0002,22.57,MACRON,41.99,61.21,LE PEN,26.61,38.79
17374_0001,28.19,MACRON,27.13,40.48,LE PEN,39.89,59.52
17375_0001,17.43,MACRON,34.22,46.07,LE PEN,40.06,53.93
17376_0001,20.14,MACRON,42.33,57.97,LE PEN,30.68,42.03
17376_0002,20.2,MACRON,35.14,48.48,LE PEN,37.34,51.52
17377_0001,21.95,MACRON,31.71,44.83,LE PEN,39.02,55.17
17378_0001,23.95,MACRON,30.54,43.97,LE PEN,38.92,56.03
17379_0001,20.5,MACRON,37.27,48.39,LE PEN,39.75,51.61
17380_0001,21.57,MACRON,45.24,63.07,LE PEN,26.49,36.93
17380_0002,19.53,MACRON,46.13,62.53,LE PEN,27.64,37.47
17380_0003,22.37,MACRON,43.48,60.68,LE PEN,28.17,39.32
17380_0004,22.53,MACRON,44.71,62.69,LE PEN,26.61,37.31
17381_0001,22.95,MACRON,29.51,42.86,LE PEN,39.34,57.14
17382_0001,23.34,MACRON,35.24,50.66,LE PEN,34.32,49.34
17383_0001,22.61,MACRON,35.69,48.33,LE PEN,38.16,51.67
17384_0001,14.97,MACRON,39.46,50.0,LE PEN,39.46,50.0
17385_0001,25.54,MACRON,40.98,59.65,LE PEN,27.72,40.35
17385_0002,25.18,MACRON,34.14,49.27,LE PEN,35.15,50.73
17385_0003,20.2,MACRON,41.17,56.42,LE PEN,31.8,43.58
17385_0004,28.51,MACRON,34.61,52.59,LE PEN,31.21,47.41
17385_0005,28.7,MACRON,29.99,45.45,LE PEN,35.99,54.55
17385_0006,25.07,MACRON,36.82,56.11,LE PEN,28.8,43.89
17386_0001,26.06,MACRON,16.2,23.96,LE PEN,51.41,76.04
17387_0001,17.35,MACRON,38.76,50.64,LE PEN,37.78,49.36
17388_0001,19.09,MACRON,28.64,38.18,LE PEN,46.36,61.82
17389_0001,16.48,MACRON,31.85,41.94,LE PEN,44.1,58.06
17390_0001,35.24,MACRON,22.86,38.71,LE PEN,36.19,61.29
17391_0001,20.53,MACRON,46.74,63.06,LE PEN,27.38,36.94
17391_0002,25.68,MACRON,41.27,60.86,LE PEN,26.54,39.14
17391_0003,18.73,MACRON,52.57,71.6,LE PEN,20.85,28.4
17393_0001,23.11,MACRON,29.9,42.24,LE PEN,40.88,57.76
17394_0001,19.91,MACRON,34.17,49.21,LE PEN,35.27,50.79
17395_0001,19.9,MACRON,45.41,62.68,LE PEN,27.04,37.32
17396_0001,23.97,MACRON,41.78,60.99,LE PEN,26.72,39.01
17397_0001,25.32,MACRON,39.06,57.32,LE PEN,29.08,42.68
17397_0002,29.69,MACRON,34.55,53.78,LE PEN,29.69,46.22
17397_0003,20.9,MACRON,23.88,32.65,LE PEN,49.25,67.35
17397_0004,28.13,MACRON,35.42,57.63,LE PEN,26.04,42.37
17398_0001,10.48,MACRON,44.35,53.4,LE PEN,38.71,46.6
17400_0001,24.02,MACRON,30.66,45.64,LE PEN,36.52,54.36
17401_0001,29.55,MACRON,31.82,48.28,LE PEN,34.09,51.72
17402_0001,21.43,MACRON,35.71,50.0,LE PEN,35.71,50.0
17403_0001,17.93,MACRON,42.18,57.14,LE PEN,31.63,42.86
17404_0001,18.71,MACRON,30.18,40.87,LE PEN,43.66,59.13
17405_0001,16.55,MACRON,40.0,51.79,LE PEN,37.24,48.21
17406_0001,12.81,MACRON,35.31,42.64,LE PEN,47.5,57.36
17407_0001,19.91,MACRON,48.58,66.61,LE PEN,24.35,33.39
17407_0002,26.14,MACRON,34.16,51.89,LE PEN,31.67,48.11
17407_0003,25.0,MACRON,43.24,61.25,LE PEN,27.35,38.75
17407_0004,23.39,MACRON,46.77,66.17,LE PEN,23.92,33.83
17408_0001,18.6,MACRON,29.89,39.41,LE PEN,45.95,60.59
17409_0001,25.02,MACRON,33.98,48.52,LE PEN,36.05,51.48
17409_0002,22.75,MACRON,38.07,53.58,LE PEN,32.99,46.42
17410_0001,24.37,MACRON,35.92,52.29,LE PEN,32.77,47.71
17411_0001,27.94,MACRON,42.65,64.27,LE PEN,23.71,35.73
17411_0002,23.8,MACRON,41.39,58.54,LE PEN,29.31,41.46
17412_0001,20.81,MACRON,28.66,40.42,LE PEN,42.25,59.58
17413_0001,18.84,MACRON,46.76,62.78,LE PEN,27.73,37.22
17414_0001,20.63,MACRON,45.65,65.03,LE PEN,24.55,34.97
17414_0002,22.04,MACRON,46.45,64.35,LE PEN,25.73,35.65
17414_0003,23.25,MACRON,48.72,69.5,LE PEN,21.38,30.5
17414_0004,23.43,MACRON,46.52,68.11,LE PEN,21.78,31.89
17415_0001,29.02,MACRON,49.04,75.07,LE PEN,16.28,24.93
17415_0002,23.14,MACRON,48.71,69.85,LE PEN,21.02,30.15
17415_0003,33.33,MACRON,36.52,62.8,LE PEN,21.63,37.2
17415_0004,28.92,MACRON,40.93,63.98,LE PEN,23.04,36.02
17415_0005,29.2,MACRON,38.07,63.23,LE PEN,22.14,36.77
17415_0006,31.3,MACRON,41.06,66.18,LE PEN,20.99,33.82
17415_0007,31.98,MACRON,37.44,61.9,LE PEN,23.05,38.1
17415_0008,23.57,MACRON,41.14,58.87,LE PEN,28.75,41.13
17415_0009,31.13,MACRON,32.15,53.83,LE PEN,27.57,46.17
17415_0010,30.56,MACRON,38.1,60.95,LE PEN,24.4,39.05
17415_0011,27.88,MACRON,38.03,57.02,LE PEN,28.67,42.98
17415_0012,35.82,MACRON,28.96,49.7,LE PEN,29.31,50.3
17415_0013,32.87,MACRON,33.8,55.97,LE PEN,26.59,44.03
17415_0014,25.53,MACRON,42.64,64.16,LE PEN,23.82,35.84
17415_0015,30.91,MACRON,39.18,64.07,LE PEN,21.97,35.93
17415_0016,29.29,MACRON,35.71,59.88,LE PEN,23.93,40.12
17415_0017,28.53,MACRON,40.47,62.18,LE PEN,24.61,37.82
17415_0018,30.27,MACRON,41.51,65.91,LE PEN,21.47,34.09
17415_0019,25.95,MACRON,49.13,74.61,LE PEN,16.72,25.39
17416_0001,17.07,MACRON,41.46,58.62,LE PEN,29.27,41.38
17417_0001,24.79,MACRON,23.97,38.16,LE PEN,38.84,61.84
17418_0001,21.74,MACRON,35.73,50.4,LE PEN,35.16,49.6
17420_0001,19.01,MACRON,48.92,67.52,LE PEN,23.54,32.48
17420_0002,20.65,MACRON,45.05,62.95,LE PEN,26.51,37.05
17421_0001,21.69,MACRON,39.89,55.64,LE PEN,31.8,44.36
17421_0002,21.31,MACRON,33.24,45.82,LE PEN,39.3,54.18
17421_0003,24.55,MACRON,34.22,51.36,LE PEN,32.41,48.64
17421_0004,22.08,MACRON,39.66,54.98,LE PEN,32.48,45.02
17421_0005,21.05,MACRON,36.96,51.19,LE PEN,35.24,48.81
17421_0006,26.08,MACRON,36.77,53.5,LE PEN,31.95,46.5
17422_0001,20.99,MACRON,28.4,39.66,LE PEN,43.21,60.34
17423_0001,23.21,MACRON,33.93,46.34,LE PEN,39.29,53.66
17424_0001,22.65,MACRON,25.44,35.44,LE PEN,46.34,64.56
17425_0001,21.81,MACRON,33.4,46.38,LE PEN,38.62,53.62
17425_0002,23.59,MACRON,30.13,42.94,LE PEN,40.04,57.06
17426_0001,22.54,MACRON,28.64,40.94,LE PEN,41.31,59.06
17427_0001,13.92,MACRON,43.67,55.65,LE PEN,34.81,44.35
17428_0001,26.32,MACRON,36.05,55.69,LE PEN,28.68,44.31
17429_0001,22.26,MACRON,39.56,56.79,LE PEN,30.1,43.21
17429_0002,19.64,MACRON,38.33,53.67,LE PEN,33.1,46.33
17430_0001,19.45,MACRON,29.35,39.27,LE PEN,45.39,60.73
17431_0001,16.76,MACRON,37.99,49.64,LE PEN,38.55,50.36
17432_0001,17.22,MACRON,32.45,44.14,LE PEN,41.06,55.86
17433_0001,17.71,MACRON,41.15,53.38,LE PEN,35.94,46.62
17434_0001,24.46,MACRON,40.22,58.65,LE PEN,28.35,41.35
17434_0002,26.22,MACRON,37.57,56.29,LE PEN,29.17,43.71
17434_0003,23.77,MACRON,41.52,60.14,LE PEN,27.51,39.86
17434_0004,27.22,MACRON,36.59,54.99,LE PEN,29.95,45.01
17434_0005,25.86,MACRON,39.12,58.42,LE PEN,27.85,41.58
17435_0001,15.38,MACRON,36.54,47.9,LE PEN,39.74,52.1
17436_0001,21.57,MACRON,37.43,52.9,LE PEN,33.33,47.1
17437_0001,15.32,MACRON,48.65,64.29,LE PEN,27.03,35.71
17438_0001,17.53,MACRON,32.67,41.84,LE PEN,45.42,58.16
17439_0001,25.45,MACRON,31.95,46.95,LE PEN,36.1,53.05
17440_0001,18.31,MACRON,40.0,54.63,LE PEN,33.22,45.37
17441_0001,20.57,MACRON,34.54,48.01,LE PEN,37.4,51.99
17442_0001,21.04,MACRON,26.22,36.91,LE PEN,44.82,63.09
17443_0001,25.35,MACRON,43.11,62.56,LE PEN,25.8,37.44
17443_0002,21.5,MACRON,44.71,64.53,LE PEN,24.57,35.47
17444_0001,19.12,MACRON,37.17,51.64,LE PEN,34.81,48.36
17445_0001,24.09,MACRON,35.77,51.31,LE PEN,33.94,48.69
17446_0001,20.49,MACRON,33.61,44.73,LE PEN,41.53,55.27
17447_0001,21.53,MACRON,34.05,47.65,LE PEN,37.42,52.35
17447_0002,22.73,MACRON,28.93,42.94,LE PEN,38.43,57.06
17448_0001,21.23,MACRON,35.24,49.4,LE PEN,36.09,50.6
17449_0001,24.2,MACRON,35.89,51.35,LE PEN,34.0,48.65
17449_0002,23.93,MACRON,35.95,52.14,LE PEN,33.01,47.86
17449_0003,24.18,MACRON,36.55,53.4,LE PEN,31.9,46.6
17449_0004,24.81,MACRON,40.13,57.87,LE PEN,29.22,42.13
17449_0005,24.38,MACRON,34.34,50.4,LE PEN,33.8,49.6
17449_0006,24.67,MACRON,31.77,46.56,LE PEN,36.46,53.44
17449_0007,24.12,MACRON,30.31,44.21,LE PEN,38.25,55.79
17450_0001,22.0,MACRON,36.0,51.06,LE PEN,34.5,48.94
17451_0001,30.58,MACRON,30.83,48.24,LE PEN,33.08,51.76
17452_0001,23.64,MACRON,36.51,53.41,LE PEN,31.85,46.59
17452_0002,24.29,MACRON,32.38,46.63,LE PEN,37.06,53.37
17452_0003,22.46,MACRON,36.42,51.58,LE PEN,34.19,48.42
17452_0004,23.12,MACRON,37.61,52.39,LE PEN,34.18,47.61
17452_0005,18.18,MACRON,48.39,64.58,LE PEN,26.54,35.42
17453_0001,16.25,MACRON,36.46,47.42,LE PEN,40.42,52.58
17453_0002,19.42,MACRON,36.23,50.2,LE PEN,35.94,49.8
17454_0001,21.32,MACRON,31.66,43.35,LE PEN,41.38,56.65
17455_0001,23.83,MACRON,28.32,40.39,LE PEN,41.8,59.61
17457_0001,22.82,MACRON,26.78,39.03,LE PEN,41.84,60.97
17457_0002,18.8,MACRON,35.04,50.62,LE PEN,34.19,49.38
17457_0003,15.12,MACRON,41.86,54.55,LE PEN,34.88,45.45
17458_0001,16.98,MACRON,32.08,42.5,LE PEN,43.4,57.5
17459_0001,25.23,MACRON,32.66,48.49,LE PEN,34.68,51.51
17460_0001,22.52,MACRON,34.23,49.24,LE PEN,35.29,50.76
17461_0001,18.03,MACRON,49.23,66.22,LE PEN,25.11,33.78
17461_0002,25.36,MACRON,42.27,61.45,LE PEN,26.51,38.55
17461_0003,23.29,MACRON,43.56,60.84,LE PEN,28.04,39.16
17461_0004,17.94,MACRON,43.31,57.82,LE PEN,31.6,42.18
17462_0001,19.67,MACRON,40.33,56.41,LE PEN,31.17,43.59
17463_0001,17.07,MACRON,41.27,56.7,LE PEN,31.51,43.3
17464_0001,22.33,MACRON,46.6,62.34,LE PEN,28.16,37.66
17465_0001,24.27,MACRON,29.5,42.99,LE PEN,39.12,57.01
17466_0001,25.08,MACRON,37.73,55.84,LE PEN,29.84,44.16
17466_0002,22.17,MACRON,42.65,59.5,LE PEN,29.04,40.5
17467_0001,21.21,MACRON,35.35,51.09,LE PEN,33.84,48.91
17468_0001,21.95,MACRON,35.77,55.0,LE PEN,29.27,45.0
17469_0001,21.05,MACRON,31.35,43.77,LE PEN,40.27,56.23
17470_0001,22.81,MACRON,40.35,57.5,LE PEN,29.82,42.5
17471_0001,23.04,MACRON,29.84,43.51,LE PEN,38.74,56.49
17472_0001,20.69,MACRON,40.52,56.34,LE PEN,31.4,43.66
17472_0002,19.56,MACRON,40.86,55.77,LE PEN,32.41,44.23
17473_0001,19.57,MACRON,41.3,57.58,LE PEN,30.43,42.42
17474_0001,24.32,MACRON,30.14,45.36,LE PEN,36.3,54.64
17476_0001,18.1,MACRON,30.95,40.88,LE PEN,44.76,59.12
17477_0001,22.62,MACRON,33.33,46.67,LE PEN,38.1,53.33
17478_0001,25.0,MACRON,25.0,33.33,LE PEN,50.0,66.67
17479_0001,21.78,MACRON,36.44,51.57,LE PEN,34.22,48.43
17480_0001,23.8,MACRON,30.52,45.95,LE PEN,35.89,54.05
17481_0001,17.65,MACRON,31.62,42.16,LE PEN,43.38,57.84
17482_0001,20.65,MACRON,34.03,47.09,LE PEN,38.24,52.91
17483_0001,24.19,MACRON,35.74,51.82,LE PEN,33.23,48.18
17484_0001,21.29,MACRON,33.85,47.64,LE PEN,37.2,52.36
17484_0002,23.05,MACRON,34.08,49.02,LE PEN,35.44,50.98
17485_0001,21.93,MACRON,38.65,56.11,LE PEN,30.23,43.89
17486_0001,21.95,MACRON,40.79,58.0,LE PEN,29.54,42.0
18001_0001,16.43,MACRON,41.26,55.66,LE PEN,32.87,44.34
18002_0001,21.37,MACRON,26.72,40.23,LE PEN,39.69,59.77
18003_0001,24.01,MACRON,32.97,47.92,LE PEN,35.83,52.08
18004_0001,21.02,MACRON,36.95,51.45,LE PEN,34.87,48.55
18005_0001,21.84,MACRON,37.34,53.09,LE PEN,33.0,46.91
18006_0001,26.4,MACRON,30.46,45.8,LE PEN,36.04,54.2
18007_0001,9.8,MACRON,56.86,70.73,LE PEN,23.53,29.27
18008_0001,19.59,MACRON,34.79,47.04,LE PEN,39.18,52.96
18009_0001,24.67,MACRON,28.19,41.03,LE PEN,40.53,58.97
18010_0001,14.47,MACRON,33.33,50.0,LE PEN,33.33,50.0
18011_0001,27.42,MACRON,36.86,55.36,LE PEN,29.72,44.64
18011_0002,28.6,MACRON,31.15,47.71,LE PEN,34.15,52.29
18012_0001,27.3,MACRON,21.96,34.74,LE PEN,41.25,65.26
18013_0001,25.0,MACRON,36.36,52.46,LE PEN,32.95,47.54
18014_0001,24.2,MACRON,36.94,56.86,LE PEN,28.03,43.14
18015_0001,29.03,MACRON,33.77,51.63,LE PEN,31.64,48.37
18015_0002,26.85,MACRON,31.02,46.37,LE PEN,35.88,53.63
18015_0003,21.57,MACRON,35.49,48.96,LE PEN,37.0,51.04
18015_0004,21.73,MACRON,41.59,57.05,LE PEN,31.31,42.95
18015_0005,28.19,MACRON,35.31,53.17,LE PEN,31.09,46.83
18016_0001,18.31,MACRON,39.08,55.22,LE PEN,31.69,44.78
18017_0001,23.08,MACRON,30.77,44.74,LE PEN,38.01,55.26
18018_0001,23.78,MACRON,31.42,44.35,LE PEN,39.43,55.65
18018_0002,22.41,MACRON,28.44,38.98,LE PEN,44.51,61.02
18019_0001,16.52,MACRON,36.52,46.84,LE PEN,41.45,53.16
18020_0001,18.65,MACRON,32.33,43.26,LE PEN,42.41,56.74
18021_0001,23.04,MACRON,23.53,34.78,LE PEN,44.12,65.22
18022_0001,19.59,MACRON,27.49,37.04,LE PEN,46.74,62.96
18023_0001,20.72,MACRON,32.31,44.18,LE PEN,40.81,55.82
18023_0002,28.57,MACRON,29.67,46.15,LE PEN,34.62,53.85
18024_0001,18.39,MACRON,48.28,65.63,LE PEN,25.29,34.38
18025_0001,17.78,MACRON,24.27,33.24,LE PEN,48.74,66.76
18026_0001,23.9,MACRON,24.57,35.58,LE PEN,44.49,64.42
18027_0001,21.89,MACRON,33.89,48.2,LE PEN,36.42,51.8
18028_0001,20.65,MACRON,40.87,56.8,LE PEN,31.09,43.2
